"Code","Class","Order","Suborder","Family","Subfamily","Genus","Species","SpeciesEpithet","MatingSystem","SexMaturity_AgeM_min","SexMaturity_AgeM_max","SexMaturity_AgeM_mean","SexMaturityF_Age_min","SexMaturityF_Age_max","SexMaturityF_Age_mean","SexMaturity_AgeU_min","SexMaturity_AgeU_max","SexMaturity_AgeU_mean","FirstBirth_Age_min","FirstBirth_Age_max","FirstBirth_Age_mean","Sperm_Retention","Delayed_Implantation","Delayed_Development","Active_Gestation_Length_min","Active_Gestation_Length_max","Active_Gestation_Length_mean","Total_Gestation_Length_min","Total_Gestation_Length_max","Total_Gestation_Length_mean","Lactation_Length_min","Lactation_Length_max","Lactation_Length_mean","Weaning_Length_min","Weaning_Length_max","Weaning_Length_mean","Litter_Size_min","Litter_Size_max","Litter_Size_mean","Num_Litter_year_max","Num_Litter_year_mean","Births_Interval_min","Births_Interval_mean","Parental_Cares","Nursery_Roost","Nursery_Roost_Size_min","Nursery_Roost_Size_max","Nursery_Roost_Size_mean"
"YIN010101001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Scotonycteris","zenkeri","Scotonycteris_zenkeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010101002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Scotonycteris","occidentalis","Scotonycteris_occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,90,40,180,110,1,NA,1,NA,1,NA,NA,"F",NA,NA,NA,NA
"YIN010101003","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Scotonycteris","bergmansi","Scotonycteris_bergmansi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010102001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Casinycteris","argynnis","Casinycteris_argynnis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010102002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Casinycteris","ophiodon","Casinycteris_ophiodon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN010102003","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Casinycteris","campomaanensis","Casinycteris_campomaanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010103001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Rousettus","aegyptiacus","Rousettus_aegyptiacus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,106,NA,NA,106,NA,NA,65,40,180,110,1,2,1,NA,NA,NA,NA,"F",1,NA,NA,NA
"YIN010103002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Rousettus","madagascariensis","Rousettus_madagascariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN010103003","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Rousettus","obliviosus","Rousettus_obliviosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,2,NA,210,"F",NA,NA,NA,NA
"YIN010104001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Stenonycteris","lanosus","Stenonycteris_lanosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",1,NA,NA,NA
"YIN010105001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Megaloglossus","azagnyi","Megaloglossus_azagnyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010105002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Megaloglossus","woermanni","Megaloglossus_woermanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,2,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010106001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Lissonycteris","angolensis","Lissonycteris_angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,120,NA,NA,120,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",1,NA,NA,NA
"YIN010107001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Myonycteris","torquata","Myonycteris_torquata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010107002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Myonycteris","brachycephala","Myonycteris_brachycephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010107003","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Myonycteris","leptodon","Myonycteris_leptodon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010107004","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Myonycteris","relicta","Myonycteris_relicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010108001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Plerotes","anchietae","Plerotes_anchietae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010109001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Hypsignathus","monstrosus","Hypsignathus_monstrosus",4,NA,NA,540,NA,NA,180,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,165,NA,NA,165,NA,NA,NA,40,180,110,1,NA,1,NA,2,NA,NA,"F",NA,NA,NA,NA
"YIN010110001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomops","franqueti","Epomops_franqueti",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,165,NA,NA,165,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010110002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomops","buettikoferi","Epomops_buettikoferi",4,NA,NA,450,NA,NA,180,NA,NA,NA,NA,NA,365,0,0,0,NA,NA,180,NA,NA,180,NA,91,52.5,40,180,110,1,NA,1,NA,NA,NA,180,"F",NA,NA,NA,NA
"YIN010111001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Nanonycteris","veldkampii","Nanonycteris_veldkampii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010112001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","gambianus","Epomophorus_gambianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,165,NA,NA,165,NA,NA,NA,40,180,110,1,NA,1,NA,2,NA,210,"F",NA,NA,NA,NA
"YIN010112002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","crypturus","Epomophorus_crypturus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,2,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN010112003","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","angolensis","Epomophorus_angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010112004","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","labiatus","Epomophorus_labiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,165,NA,NA,165,NA,NA,NA,40,180,110,1,NA,1,NA,NA,180,NA,"F",NA,NA,NA,NA
"YIN010112005","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","minor","Epomophorus_minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010112006","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","anselli","Epomophorus_anselli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010112007","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","wahlbergi","Epomophorus_wahlbergi",NA,NA,NA,730,NA,NA,365,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,160,NA,NA,160,NA,NA,NA,40,180,110,1,2,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010112008","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","dobsonii","Epomophorus_dobsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,2,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010112009","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","grandis","Epomophorus_grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010112010","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","pusillus","Epomophorus_pusillus",NA,NA,NA,270,NA,NA,180,NA,NA,NA,NA,NA,365,0,0,0,NA,NA,180,NA,NA,180,49,77,63,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010112011","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Rousettinae","Epomophorus","intermedius","Epomophorus_intermedius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010201001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Eidolinae","Eidolon","helvum","Eidolon_helvum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,180,330,255,270,420,345,NA,NA,NA,40,180,110,1,2,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN010201002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Eidolinae","Eidolon","dupreanum","Eidolon_dupreanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010301001","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Pteropodinae","Pteropus","livingstonii","Pteropus_livingstonii",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0,0,0,NA,NA,152,NA,NA,152,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010301002","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Pteropodinae","Pteropus","voeltzkowi","Pteropus_voeltzkowi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,150,NA,NA,150,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010301003","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Pteropodinae","Pteropus","rodricensis","Pteropus_rodricensis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,198,NA,NA,198,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010301004","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Pteropodinae","Pteropus","aldabrensis","Pteropus_aldabrensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN010301005","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Pteropodinae","Pteropus","rufus","Pteropus_rufus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,2,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN010301006","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Pteropodinae","Pteropus","seychellensis","Pteropus_seychellensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,180,110,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN010301007","Mammalia","Chiroptera","Yinpterochiroptera","Pteropodidae","Pteropodinae","Pteropus","niger","Pteropus_niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,138,189,163.5,138,189,163.5,NA,NA,NA,40,180,110,1,2,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN020001001","Mammalia","Chiroptera","Yinpterochiroptera","Rhinopomatidae",NA,"Rhinopoma","microphyllum","Rhinopoma_microphyllum",NA,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,123,NA,NA,123,NA,NA,35,NA,NA,30,1,NA,1,NA,1,NA,365,"F",1,5000,10000,7500
"YIN020001002","Mammalia","Chiroptera","Yinpterochiroptera","Rhinopomatidae",NA,"Rhinopoma","cystops","Rhinopoma_cystops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,123,NA,NA,123,NA,NA,35,NA,NA,30,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN020001003","Mammalia","Chiroptera","Yinpterochiroptera","Rhinopomatidae",NA,"Rhinopoma","macinnesi","Rhinopoma_macinnesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,30,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN030001001","Mammalia","Chiroptera","Yinpterochiroptera","Megadermatidae",NA,"Lavia","frons","Lavia_frons",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,97.5,NA,NA,97.5,NA,NA,NA,NA,NA,45.5,1,NA,1,NA,2,NA,NA,"B",NA,NA,NA,NA
"YIN030002001","Mammalia","Chiroptera","Yinpterochiroptera","Megadermatidae",NA,"Cardioderma","cor","Cardioderma_cor",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,90,NA,NA,90,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,210,225,"F",NA,NA,NA,NA
"YIN040001001","Mammalia","Chiroptera","Yinpterochiroptera","Rhinonycteridae",NA,"Triaenops","afer","Triaenops_afer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,60,240,150,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN040001002","Mammalia","Chiroptera","Yinpterochiroptera","Rhinonycteridae",NA,"Triaenops","menamena","Triaenops_menamena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN040002001","Mammalia","Chiroptera","Yinpterochiroptera","Rhinonycteridae",NA,"Cloeotis","percivali","Cloeotis_percivali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN040003001","Mammalia","Chiroptera","Yinpterochiroptera","Rhinonycteridae",NA,"Paratriaenops","auritus","Paratriaenops_auritus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN040003002","Mammalia","Chiroptera","Yinpterochiroptera","Rhinonycteridae",NA,"Paratriaenops","furculus","Paratriaenops_furcula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN040003003","Mammalia","Chiroptera","Yinpterochiroptera","Rhinonycteridae",NA,"Paratriaenops","pauliani","Paratriaenops_pauliani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,NA,NA,NA,NA,NA
"YIN050001001","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Asellia","italosomalica","Asellia_italosomalica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050001002","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Asellia","patrizii","Asellia_patrizii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050001003","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Asellia","tridens","Asellia_tridens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN050002001","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Doryrhina","camerunensis","Doryrhina_camerunensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050002002","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Doryrhina","cyclops","Doryrhina_cyclops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN050003001","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Macronycteris","commersoni","Macronycteris_commersonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",1,NA,NA,NA
"YIN050003002","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Macronycteris","cryptovalorona","Macronycteris_cryptovalorona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050003003","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Macronycteris","gigas","Macronycteris_gigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,0,0,0,120,150,NA,120,150,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN050003004","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Macronycteris","thomensis","Macronycteris_thomensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050003005","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Macronycteris","vittatus","Macronycteris_vittatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,240,210,91,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",1,NA,NA,NA
"YIN050004001","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","megalotis","Hipposideros_megalotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050004002","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","curtus","Hipposideros_curtus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050004003","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","jonesi","Hipposideros_jonesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050004004","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","marisae","Hipposideros_marisae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050004005","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","abae","Hipposideros_abae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050004006","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","beatus","Hipposideros_beatus",4,NA,NA,365,NA,NA,180,NA,NA,NA,NA,NA,NA,0,0,0,120,180,150,120,180,150,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050004007","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","caffer","Hipposideros_caffer",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,220,NA,NA,60,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN050004008","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","fuliginosus","Hipposideros_fuliginosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
"YIN050004009","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","lamottei","Hipposideros_lamottei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"F",NA,NA,NA,NA
"YIN050004010","Mammalia","Chiroptera","Yinpterochiroptera","Hipposideridae",NA,"Hipposideros","ruber","Hipposideros_ruber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,180,210,195,NA,NA,90,NA,NA,NA,1,NA,1,NA,1,NA,365,"F",NA,NA,NA,NA
